BioProject;Run;SampleName;Height;Date;Substrate;Species;PlantPhenotype;Location;Environment;Treatment;Type;Plot;TreeID;Substrat
PRJNA1001021-5k;SRR25480870;B55;NA;Summer 2019;Leaves;Rhododendron latoucheae;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480869;B56;NA;Summer 2019;Leaves;Eurya rubiginosa var. attenuata;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480868;B57;NA;Summer 2019;Leaves;Rhododendron simsii;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480867;B58;NA;Summer 2019;Leaves;Vaccinium carlesii;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480866;B59;NA;Summer 2019;Leaves;Quercus stewardiana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480865;B6;NA;Summer 2019;Leaves;Quercus stewardiana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480864;B60;NA;Summer 2019;Leaves;Rhododendron latoucheae;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480863;B61;NA;Summer 2019;Leaves;Rhododendron ovatum;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480862;B62;NA;Summer 2019;Leaves;Eurya hebeclados;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480861;B63;NA;Summer 2019;Leaves;Daphniphyllum macropodum;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480860;BD12;NA;Summer 2019;Leaves;Rhododendron fortunei;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480859;B64;NA;Summer 2019;Leaves;Vaccinium carlesii;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480858;B65;NA;Summer 2019;Leaves;Eurya hebeclados;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480857;B66;NA;Summer 2019;Leaves;Rhaphiolepis indica;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480856;B67;NA;Summer 2019;Leaves;Rhododendron latoucheae;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480855;B68;NA;Summer 2019;Leaves;Daphniphyllum macropodum;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480854;B7;NA;Summer 2019;Leaves;Micromeles folgneri;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480853;B70;NA;Summer 2019;Leaves;Sycopsis sinensis;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480852;B71;NA;Summer 2019;Leaves;Cleyera pachyphylla;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480851;B72;NA;Summer 2019;Leaves;Litsea elongata;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480850;B73;NA;Summer 2019;Leaves;Rhododendron fortunei;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480849;BD120;NA;Summer 2019;Leaves;Machilus ichangensis;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480848;B74;NA;Summer 2019;Leaves;Rhododendron simsii;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480847;B75;NA;Summer 2019;Leaves;Cornus controversa;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480846;B76;NA;Summer 2019;Leaves;Litsea elongata;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480845;B77;NA;Summer 2019;Leaves;Castanopsis eyrei;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480844;B78;NA;Summer 2019;Leaves;Meliosma flexuosa;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480843;B79;NA;Summer 2019;Leaves;Rhaphiolepis indica;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480842;B8;NA;Summer 2019;Leaves;Yulania cylindrica;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480841;B80;NA;Summer 2019;Leaves;Meliosma flexuosa;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480840;B81;NA;Summer 2019;Leaves;Quercus ciliaris;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480839;B82;NA;Summer 2019;Leaves;Quercus glauca;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480838;BD121;NA;Summer 2019;Leaves;Carpinus viminea;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480837;B83;NA;Summer 2019;Leaves;Padus grayana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480836;B84;NA;Summer 2019;Leaves;Padus grayana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480835;B86;NA;Summer 2019;Leaves;Meliosma flexuosa;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480834;B87;NA;Summer 2019;Leaves;Quercus ciliaris;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480833;B88;NA;Summer 2019;Leaves;Quercus glauca;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480832;B89;NA;Summer 2019;Leaves;Castanopsis eyrei;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480831;B9;NA;Summer 2019;Leaves;Symplocos pendula var. hirtistylis;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480830;B90;NA;Summer 2019;Leaves;Cinnamomum subavenium;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480929;BD67;NA;Summer 2019;Leaves;Ficus deltoidea;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480928;BD68;NA;Summer 2019;Leaves;Quercus engleriana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480927;BD69;NA;Summer 2019;Leaves;Enkianthus serrulatus;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480926;BD7;NA;Summer 2019;Leaves;Euonymus myrianthus;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480925;BD70;NA;Summer 2019;Leaves;Fagus lucida;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480924;BD71;NA;Summer 2019;Leaves;Fagus lucida;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480922;BD11;NA;Summer 2019;Leaves;Litsea elongata;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480923;BD72;NA;Summer 2019;Leaves;Schima parviflora;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480921;BD73;NA;Summer 2019;Leaves;Euonymus myrianthus;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480920;BD74;NA;Summer 2019;Leaves;Quercus hypargyrea;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480918;BD76;NA;Summer 2019;Leaves;Toxicodendron succedaneum;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480919;BD75;NA;Summer 2019;Leaves;Carpinus viminea;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480916;BD78;NA;Summer 2019;Leaves;Quercus ciliaris;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480917;BD77;NA;Summer 2019;Leaves;Nyssa sinensis;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480915;BD79;NA;Summer 2019;Leaves;Camellia pitardii;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480914;BD8;NA;Summer 2019;Leaves;Cornus controversa;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480913;BD80;NA;Summer 2019;Leaves;Quercus engleriana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480912;BD81;NA;Summer 2019;Leaves;Schima parviflora;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480911;BD110;NA;Summer 2019;Leaves;Symplocos lucida;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480910;B21;NA;Summer 2019;Leaves;Vaccinium carlesii;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480909;B22;NA;Summer 2019;Leaves;Eurya rubiginosa var. attenuata;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480908;B23;NA;Summer 2019;Leaves;Cornus hongkongensis subsp. elegans;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480907;B24;NA;Summer 2019;Leaves;Quercus stewardiana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480905;BD116;NA;Summer 2019;Leaves;Camellia pitardii;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480906;B25;NA;Summer 2019;Leaves;Cornus hongkongensis subsp. elegans;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480904;B26;NA;Summer 2019;Leaves;Styrax calvescens;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480903;B28;NA;Summer 2019;Leaves;Symplocos lancifolia;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480902;B29;NA;Summer 2019;Leaves;Acer davidii;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480900;B30;NA;Summer 2019;Leaves;Micromeles folgneri;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480901;B3;NA;Summer 2019;Leaves;Symplocos pendula var. hirtistylis;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480899;B31;NA;Summer 2019;Leaves;Pinus taiwanensis;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480898;B32;NA;Summer 2019;Leaves;Eurya hebeclados;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480897;B33;NA;Summer 2019;Leaves;Machilus pauhoi;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480896;B34;NA;Summer 2019;Leaves;Cornus hongkongensis subsp. elegans;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480895;B35;NA;Summer 2019;Leaves;Machilus pauhoi;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480894;BD100;NA;Summer 2019;Leaves;Lindera neesiana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480893;BD117;NA;Summer 2019;Leaves;Eurya brevistyla;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480892;B36;NA;Summer 2019;Leaves;Ilex editicostata;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480891;B37;NA;Summer 2019;Leaves;Cleyera pachyphylla;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480890;B38;NA;Summer 2019;Leaves;Eurya alata;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480946;BD1;NA;Summer 2019;Leaves;Viburnum sympodiale;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480945;BD10;NA;Summer 2019;Leaves;Eurya brevistyla;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480303;BD102;NA;Summer 2019;Leaves;Ficus deltoidea;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480944;BD108;NA;Summer 2019;Leaves;Micromeles folgneri;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480933;BD109;NA;Summer 2019;Leaves;Ilex ficoidea;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480314;BD135;NA;Summer 2019;Leaves;Lyonia ovalifolia;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480302;BD136;NA;Summer 2019;Leaves;Rhododendron stamineum;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480291;BD138;NA;Summer 2019;Leaves;Lindera obtusiloba;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480280;BD139;NA;Summer 2019;Leaves;Padus grayana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480943;BD55;NA;Summer 2019;Leaves;Ilex macrocarpa;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480942;BD56;NA;Summer 2019;Leaves;Schima parviflora;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480941;BD57;NA;Summer 2019;Leaves;Cornus controversa;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480940;BD58;NA;Summer 2019;Leaves;Sorbus wilsoniana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480939;BD59;NA;Summer 2019;Leaves;Enkianthus quinqueflorus;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480938;BD6;NA;Summer 2019;Leaves;Sorbus wilsoniana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480937;BD60;NA;Summer 2019;Leaves;Symplocos tanakana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480936;BD61;NA;Summer 2019;Leaves;Meliosma oldhamii;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480935;BD62;NA;Summer 2019;Leaves;Schoepfia jasminodora;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480934;BD63;NA;Summer 2019;Leaves;Eurya brevistyla;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480932;BD64;NA;Summer 2019;Leaves;Enkianthus serrulatus;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480931;BD65;NA;Summer 2019;Leaves;Meliosma flexuosa;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480930;BD66;NA;Summer 2019;Leaves;Symplocos pseudobarberina;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480348;BD13;NA;Summer 2019;Leaves;Cornus kousa;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480337;BD130;NA;Summer 2019;Leaves;Vaccinium mandarinorum;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480326;BD131;NA;Summer 2019;Leaves;Euonymus myrianthus;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480381;BD127;NA;Summer 2019;Leaves;Meliosma flexuosa;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480370;BD128;NA;Summer 2019;Leaves;Nyssa sinensis;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480359;BD129;NA;Summer 2019;Leaves;Enkianthus quinqueflorus;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480409;BD23;NA;Summer 2019;Leaves;Mallotus tenuifolius;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480398;BD24;NA;Summer 2019;Leaves;Photinia beauverdiana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480387;BD25;NA;Summer 2019;Leaves;Daphniphyllum macropodum;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480448;BD103;NA;Summer 2019;Leaves;Euscaphis japonica;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480433;BD104;NA;Summer 2019;Leaves;Ilex ficoidea;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480447;BD146;NA;Summer 2019;Leaves;Lyonia ovalifolia;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480444;BD18;NA;Summer 2019;Leaves;Eurya brevistyla;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480432;BD19;NA;Summer 2019;Leaves;Schoepfia jasminodora;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480421;BD2;NA;Summer 2019;Leaves;Camellia pitardii;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480517;B15;NA;Summer 2019;Leaves;Fagus lucida;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480516;B16;NA;Summer 2019;Leaves;Neolitsea aurata var. chekiangensis;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480514;B17;NA;Summer 2019;Leaves;Eurya hebeclados;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480513;B18;NA;Summer 2019;Leaves;Rhaphiolepis indica;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480512;B19;NA;Summer 2019;Leaves;Neolitsea aurata var. chekiangensis;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480511;B2;NA;Summer 2019;Leaves;Vaccinium carlesii;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480510;B20;NA;Summer 2019;Leaves;Vaccinium carlesii;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480478;BD101;NA;Summer 2019;Leaves;Symplocos lucida;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480515;BD115;NA;Summer 2019;Leaves;Euscaphis japonica;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480500;BD125;NA;Summer 2019;Leaves;Gamblea ciliata;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480489;BD126;NA;Summer 2019;Leaves;Vaccinium mandarinorum;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480470;BD144;NA;Summer 2019;Leaves;Toxicodendron succedaneum;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480459;BD145;NA;Summer 2019;Leaves;Vaccinium mandarinorum;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480548;BD150;NA;Summer 2019;Leaves;Padus grayana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480537;BD113;NA;Summer 2019;Leaves;Camellia fraterna;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480536;B11;NA;Summer 2019;Leaves;Daphniphyllum macropodum;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480535;B110;NA;Summer 2019;Leaves;Eurya rubiginosa var. attenuata;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480534;B111;NA;Summer 2019;Leaves;Microtropis fokienensis;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480533;B112;NA;Summer 2019;Leaves;Camellia cuspidata;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480532;B113;NA;Summer 2019;Leaves;Symplocos anomala;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480530;B115;NA;Summer 2019;Leaves;Cinnamomum subavenium;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480531;B114;NA;Summer 2019;Leaves;Rhododendron fortunei;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480529;B116;NA;Summer 2019;Leaves;Microtropis fokienensis;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480528;B117;NA;Summer 2019;Leaves;Quercus glauca;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480527;B119;NA;Summer 2019;Leaves;Photinia glabra;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480526;BD114;NA;Summer 2019;Leaves;Camellia pitardii;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480525;B12;NA;Summer 2019;Leaves;Camellia cuspidata;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480524;B120;NA;Summer 2019;Leaves;Ternstroemia gymnanthera;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480523;B121;NA;Summer 2019;Leaves;Symplocos lancifolia;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480522;B122;NA;Summer 2019;Leaves;Ternstroemia gymnanthera;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480521;B123;NA;Summer 2019;Leaves;Fagus lucida;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480520;B124;NA;Summer 2019;Leaves;Quercus ciliaris;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480519;B125;NA;Summer 2019;Leaves;Meliosma flexuosa;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480518;B13;NA;Summer 2019;Leaves;Quercus stewardiana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480609;BD134;NA;Summer 2019;Leaves;Padus grayana;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480595;BD141;NA;Summer 2019;Leaves;Toxicodendron succedaneum;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480584;BD142;NA;Summer 2019;Leaves;Toxicodendron succedaneum;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480573;BD143;NA;Summer 2019;Leaves;Viburnum sympodiale;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480559;BD15;NA;Summer 2019;Leaves;Carpinus viminea;NA;China: Hunan province;Subtropical Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480820;CB001;NA;Summer 2019;Leaves;Acer tataricum subsp. ginnala;NA;China: Jilin province;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480819;CB002;NA;Summer 2019;Leaves;Syringa reticulata var.mandshurica;NA;China: Jilin province;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480818;CB003;NA;Summer 2019;Leaves;Quercus mongolica;NA;China: Jilin province;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480817;CB004;NA;Summer 2019;Leaves;Malus baccata (L.) Borkh.;NA;China: Jilin province;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480815;CB005;NA;Summer 2019;Leaves;Fraxinus mandshurica;NA;China: Jilin province;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480357;CB058;NA;Summer 2019;Leaves;Crataegus maximowiczii Schneid.;NA;China: Jilin province;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480356;CB101;NA;Summer 2019;Leaves;Corylus mandshurica;NA;China: Jilin province;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480355;CB102;NA;Summer 2019;Leaves;Syringa reticulata var.mandshurica;NA;China: Jilin province;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480354;CB103;NA;Summer 2019;Leaves;Pinus koraiensis;NA;China: Jilin province;Temperate Forest;NA;NA;NA;NA;NA
PRJNA1001021-5k;SRR25480353;CB104;NA;Summer 2019;Leaves;Acer pseudosieboldianum;NA;China: Jilin province;Temperate Forest;NA;NA;NA;NA;NA
