"Phylum=Pseudomonadota" "Phylum=Cyanobacteriota" "Phylum=Actinomycetota" "Phylum=Bacteroidota" "Phylum=Bacillota" "Phylum=Acidobacteriota" "Phylum=other_Bacteria" "Class=Alphaproteobacteria" "Class=Gammaproteobacteria" "Class=other_Pseudomonadota" "Order=Hyphomicrobiales" "Order=Sphingomonadales" "Order=Acetobacterales" "Order=Rickettsiales" "Order=Rhodobacterales" "Order=other_Alphaproteobacteria" "FamilyG=Beijerinckiaceae" "FamilyG=Lichenihabitantaceae" "FamilyG=Methylobacteriaceae" "FamilyG=Methylocystaceae" "FamilyG=Rhizobiaceae" "FamilyG=Xanthobacteraceae" "FamilyG=other_Hyphomicrobiales" "FamilyS=Beijerinckiaceae" "FamilyS=Lichenihabitantaceae" "FamilyS=Methylobacteriaceae" "FamilyS=Methylocystaceae" "FamilyS=Rhizobiaceae" "FamilyS=Xanthobacteraceae" "FamilyS=other_Hyphomicrobiales" "GenusG=Enterovirga" "GenusG=JAJXWB01" "GenusG=Lichenibacterium" "GenusG=Lichenifustis" "GenusG=Lichenihabitans" "GenusG=Methylobacterium" "GenusG=RHAL1" "GenusS=Enterovirga" "GenusS=JAJXWB01" "GenusS=Lichenibacterium" "GenusS=Lichenifustis" "GenusS=Lichenihabitans" "GenusS=Methylobacterium" "GenusS=RHAL1"
"SRR21049977" 0.704704704704705 0 0.119786453119786 0.039039039039039 0.005005005005005 0.0894227560894228 0.0420420420420421 0.442108775442109 0.262595929262596 0 0.203870537203871 0.145812479145812 0.02002002002002 0.002002002002002 0.00133466800133467 0.069069069069069 0.0910910910910911 0.0293626960293627 0.013013013013013 0.00367033700367034 0.0106773440106773 0.038038038038038 0.018018018018018 0.0880880880880881 0.0373707040373707 0.0126793460126793 0 0.0106773440106773 0.038038038038038 0.017017017017017 0.003003003003003 0 0.00967634300967634 0.012012012012012 0.00700700700700701 0.01001001001001 0.0814147480814147 0.00266933600266934 0 0.0373707040373707 0 0 0.01001001001001 0
"SRR21049976" 0.707138092061374 0 0.145096731154103 0.0226817878585724 0.00400266844563042 0.102735156771181 0.0183455637091394 0.423282188125417 0.283522348232155 0.000333555703802557 0.183455637091394 0.183455637091394 0.0173448965977318 0.000333555703802535 0 0.0386924616410941 0.0543695797198132 0.0180120080053369 0.00700466977985324 0.0160106737825217 0.0156771180787191 0.0527018012008005 0.0196797865243496 0.0540360240160107 0.0243495663775851 0.00633755837224817 0 0.0156771180787191 0.0527018012008005 0.0303535690460307 0.00200133422281521 0 0.00400266844563042 0.00333555703802535 0.0103402268178786 0.00500333555703803 0.0510340226817879 0.00133422281521014 0 0.0243495663775851 0 0 0.00500333555703803 0
"SRR21049975" 0.668333333333333 0 0.141666666666667 0.0386666666666667 0.00366666666666667 0.104666666666667 0.0429999999999999 0.464 0.204 0.000333333333333297 0.189333333333333 0.204 0.0173333333333333 0.000666666666666667 0.00133333333333333 0.0513333333333334 0.064 0.038 0.011 0.00633333333333333 0.00933333333333333 0.0433333333333333 0.0173333333333333 0.0616666666666667 0.0463333333333333 0.01 0 0.00933333333333333 0.0433333333333333 0.0186666666666667 0.00266666666666667 0 0.0126666666666667 0.0163333333333333 0.00566666666666667 0.00833333333333333 0.0543333333333333 0.00166666666666667 0 0.0463333333333333 0 0 0.00833333333333333 0
"SRR21049974" 0.757 0 0.0983333333333333 0.0203333333333333 0.00266666666666667 0.0856666666666667 0.036 0.336 0.421 0 0.22 0.0146666666666667 0.0286666666666667 0.000666666666666667 0.000333333333333333 0.0716666666666667 0.00133333333333333 0.00733333333333333 0.000333333333333333 0.002 0.0393333333333333 0.123666666666667 0.046 0.00133333333333333 0.007 0.000333333333333333 0 0.0393333333333333 0.123666666666667 0.0483333333333333 0 0 0 0.00366666666666667 0.00266666666666667 0.000333333333333333 0.00133333333333333 0 0 0.007 0 0 0.000333333333333333 0
"SRR21049973" 0.874624874958319 0 0.0443481160386796 0.049349783261087 0.00366788929643214 0.0133377792597533 0.0146715571857285 0.272090696898966 0.602534178059353 0 0.162387462487496 0.0303434478159386 0.00900300100033345 0.000333444481493831 0 0.0700233411137046 0.000666888962987663 0.00300100033344448 0 0 0.0590196732244081 0.075025008336112 0.0246748916305435 0.000666888962987663 0.00100033344448149 0 0 0.0590196732244081 0.075025008336112 0.0266755585195065 0 0 0 0.00200066688896299 0.00100033344448149 0 0.000666888962987663 0 0 0.00100033344448149 0 0 0 0
"SRR21049972" 0.671666666666667 0 0.102333333333333 0.132333333333333 0.00133333333333333 0.00733333333333333 0.0850000000000001 0.202333333333333 0.469333333333333 0 0.135666666666667 0.002 0.015 0 0 0.0496666666666667 0.000333333333333333 0.000666666666666667 0 0 0.00133333333333333 0.117333333333333 0.016 0.000333333333333333 0 0 0 0.00133333333333333 0.117333333333333 0.0166666666666667 0 0 0 0.000666666666666667 0 0 0.000333333333333333 0 0 0 0 0 0 0
"SRR21049971" 0.661220406802267 0.000333444481493831 0.183061020340113 0.0500166722240747 0.021673891297099 0.0390130043347783 0.0446815605201732 0.486828942980994 0.174391463821274 0 0.151717239079693 0.26108702900967 0.0240080026675559 0.000666888962987663 0.00833611203734578 0.0410136712237412 0.0200066688896299 0.00733577859286429 0.0223407802600867 0.00100033344448149 0.0333444481493831 0.0436812270756919 0.0240080026675558 0.0163387795931977 0.0106702234078026 0.0206735578526175 0 0.0333444481493831 0.0436812270756919 0.0270090030010003 0.00766922307435812 0 0.00133377792597533 0.00400133377792598 0.000666888962987663 0.0120040013337779 0.0110036678892964 0.00600200066688896 0 0.0106702234078026 0 0 0.0123374458152718 0
"SRR21049970" 0.722907635878626 0.000666888962987663 0.159386462154051 0.0293431143714572 0.00166722240746916 0.0430143381127042 0.0430143381127042 0.42380793597866 0.299099699899967 0 0.162054018006002 0.183061020340113 0.00333444481493831 0 0.00300100033344448 0.0723574524841614 0.00600200066688896 0.00100033344448149 0.00233411137045682 0.00300100033344448 0.0343447815938646 0.0903634544848283 0.0250083361120373 0.00566855618539513 0.00300100033344448 0.00200066688896299 0 0.0343447815938646 0.0903634544848283 0.0266755585195065 0.000333444481493831 0 0 0 0.00100033344448149 0.00200066688896299 0.00566855618539513 0 0 0.00300100033344448 0 0 0.00200066688896299 0
"SRR21049969" 0.596795727636849 0.000333778371161549 0.209946595460614 0.0337116154873164 0.00300400534045394 0.0877837116154873 0.0684245660881175 0.405540720961282 0.191255006675567 1.11022302462516e-16 0.141855807743658 0.169893190921228 0.0397196261682243 0 0.00567423230974633 0.0483978638184245 0.010347129506008 0.0100133511348465 0.00567423230974633 0.00267022696929239 0.00767690253671562 0.078437917222964 0.0270360480640855 0.00967957276368491 0.0120160213618158 0.00534045393858478 0 0.00767690253671562 0.078437917222964 0.0287049399198932 0.00300400534045394 0 0.000667556742323097 0.00634178905206943 0.00200267022696929 0.00233644859813084 0.00801068090787717 0.00267022696929239 0 0.0120160213618158 0 0 0.00233644859813084 0
